Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
22,12,8.99,7.27,6,13,25,3,15.59,1.61,73,High,20-25
38,11,11.05,5.4,5,5,22,9,14.42,0.38,97,High,36-40
39,14,11.54,7.99,4,4,28,4,15.09,0.89,44,Medium,36-40
24,17,6.42,6.14,2,14,28,9,10.11,1.91,46,Medium,20-25
29,4,5.69,4.6,4,4,3,9,7.39,1.23,43,Medium,26-30
36,6,7.94,8.97,0,5,5,4,10.07,1.0,32,Low,36-40
34,10,11.67,6.13,5,18,27,4,13.65,0.72,76,High,31-35
42,10,13.39,6.71,5,19,14,9,16.69,1.04,100,High,41-45
44,14,8.27,8.04,4,16,2,9,9.57,1.47,73,High,41-45
27,9,11.74,6.46,0,13,24,1,14.81,1.65,53,Medium,26-30
34,10,8.7,8.36,7,10,8,7,10.05,1.3,54,Medium,31-35
40,12,6.95,6.63,3,13,2,4,9.3,1.58,53,Medium,36-40
33,10,11.39,6.73,1,4,5,5,15.14,0.18,42,Medium,31-35
39,16,11.98,5.4,6,12,20,7,14.63,0.03,99,High,36-40
26,10,6.03,6.31,0,11,19,7,8.15,1.47,25,Low,26-30
40,9,7.05,8.73,2,18,23,9,10.51,0.52,74,High,36-40
42,0,8.95,7.63,4,9,25,6,12.91,1.76,57,Medium,41-45
31,0,5.87,4.06,5,12,8,7,7.89,1.07,58,Medium,31-35
36,14,13.29,4.58,2,14,14,9,15.49,0.96,100,High,36-40
36,15,9.91,8.62,5,19,27,6,12.02,1.55,78,High,36-40
29,11,5.21,8.24,0,12,8,9,10.07,1.48,23,Low,26-30
38,5,5.84,6.43,5,3,4,5,7.7,1.41,24,Low,36-40
33,5,13.54,7.08,6,8,20,4,17.16,1.38,72,High,31-35
30,11,11.38,5.45,7,18,26,4,16.01,1.03,74,High,26-30
21,14,11.34,7.96,5,19,15,7,14.19,1.85,93,High,20-25
37,3,4.72,7.02,6,6,2,0,6.99,1.78,31,Low,36-40
26,3,12.95,7.47,5,14,8,1,16.62,0.66,96,High,26-30
31,1,8.44,5.87,5,9,16,0,9.57,1.61,33,Low,31-35
21,11,10.6,6.15,7,13,27,9,13.04,1.78,98,High,20-25
39,6,13.6,5.04,6,13,2,6,12.02,1.24,91,High,36-40
37,19,5.0,8.74,6,8,6,8,6.9,1.11,35,Medium,36-40
25,8,8.82,8.73,2,15,6,6,10.54,1.34,44,Medium,20-25
43,8,4.5,8.09,4,1,20,8,8.45,0.33,28,Low,41-45
29,7,9.0,8.68,1,13,5,3,12.02,0.17,21,Low,26-30
39,13,6.52,7.33,7,3,19,6,9.06,1.64,21,Low,36-40
34,0,13.11,5.17,2,2,7,9,14.31,1.15,51,Medium,31-35
24,11,7.98,7.8,3,2,3,9,11.86,0.25,38,Medium,20-25
39,1,10.34,5.63,4,10,14,6,13.49,0.83,67,Medium,36-40
22,12,8.99,6.2,4,4,14,9,16.49,0.6,62,Medium,20-25
24,3,13.84,5.37,7,15,5,9,12.02,1.75,100,High,20-25
44,19,9.04,6.12,6,18,15,1,13.66,1.01,71,High,41-45
27,17,8.56,7.4,3,8,4,1,10.12,1.16,41,Medium,26-30
27,18,4.76,4.55,6,10,11,7,6.44,0.47,70,High,26-30
27,15,4.13,4.53,6,11,13,1,6.5,1.6,28,Low,26-30
31,13,10.09,7.42,0,7,25,0,13.06,1.86,27,Low,31-35
43,7,4.65,7.9,3,13,5,0,9.35,1.58,5,Low,41-45
42,11,7.8,6.76,0,16,2,0,12.43,1.02,39,Medium,41-45
27,8,4.04,4.91,1,19,28,5,8.53,1.67,48,Medium,26-30
30,5,10.15,6.15,0,14,18,4,12.04,0.38,79,High,26-30
33,17,8.25,7.79,6,14,9,6,12.17,0.23,72,High,31-35
27,1,5.27,7.43,7,11,6,2,7.8,0.88,39,Medium,26-30
43,7,6.96,4.55,1,9,12,4,11.68,0.36,41,Medium,41-45
29,13,9.7,8.85,1,11,0,1,11.56,0.52,4,Low,26-30
26,5,10.57,5.12,5,18,0,8,12.14,1.17,96,High,26-30
36,9,8.62,5.1,5,11,16,8,12.99,0.81,69,Medium,36-40
23,7,12.04,6.3,3,10,21,3,15.91,1.73,50,Medium,20-25
32,16,5.12,5.64,6,5,3,1,9.41,0.45,33,Low,31-35
23,11,4.85,8.92,1,7,14,9,6.48,1.99,31,Medium,20-25
24,16,4.44,4.38,6,10,5,7,8.98,0.72,44,Medium,20-25
41,12,9.36,5.53,0,2,29,3,13.07,1.03,32,Low,41-45
23,18,11.06,5.91,2,15,13,4,14.67,0.26,75,High,20-25
37,11,5.31,6.47,5,5,14,3,8.64,1.16,35,Medium,36-40
25,10,10.39,4.08,4,8,0,1,14.45,1.92,57,Medium,20-25
43,4,8.77,4.41,4,9,14,5,11.43,1.5,64,Medium,41-45
43,15,13.87,5.29,0,5,15,0,15.4,0.49,52,Medium,41-45
42,5,11.17,6.77,5,4,3,7,14.33,0.89,67,Medium,41-45
41,10,10.57,6.46,2,0,1,0,14.56,0.85,29,Low,41-45
21,16,9.7,7.43,7,2,0,4,11.31,0.2,70,High,20-25
42,13,13.97,6.46,6,2,12,8,15.87,1.77,68,Medium,41-45
30,5,13.8,5.99,1,11,15,0,17.59,0.76,61,Medium,26-30
32,10,9.38,8.35,5,3,7,9,11.46,0.99,44,Medium,31-35
24,11,8.55,6.3,0,15,21,6,10.23,0.58,58,Medium,20-25
25,12,8.62,5.5,6,10,3,6,13.18,0.3,83,High,20-25
29,3,8.28,7.15,1,7,1,4,9.92,1.8,23,Low,26-30
27,6,9.31,7.46,5,8,27,3,11.69,0.07,55,Medium,26-30
33,1,6.74,5.99,3,13,12,8,9.45,0.8,71,High,31-35
43,5,13.27,4.14,2,14,4,4,16.17,1.46,98,High,41-45
22,5,8.9,4.47,4,18,24,0,11.35,0.62,82,High,20-25
31,17,12.42,8.23,0,8,22,8,17.07,0.89,69,Medium,31-35
35,19,8.75,4.28,4,16,19,4,12.38,1.13,76,High,31-35
32,7,11.18,6.96,6,8,20,8,13.62,1.99,64,Medium,31-35
36,7,7.37,4.92,1,2,23,7,9.8,1.52,16,Low,36-40
20,7,10.25,5.14,1,15,26,9,13.26,1.93,74,High,20-25
42,7,8.98,5.37,3,12,12,6,10.11,1.39,66,Medium,41-45
29,0,7.67,4.19,7,16,4,5,12.38,0.54,90,High,26-30
44,1,12.82,4.89,1,3,15,8,14.71,0.57,88,High,41-45
42,11,5.13,7.25,1,8,27,3,8.92,1.64,15,Low,41-45
29,14,8.87,6.49,6,8,5,5,12.98,0.86,65,Medium,26-30
40,3,5.94,7.99,7,17,15,0,10.25,0.74,43,Medium,36-40
43,2,12.61,4.31,4,13,28,6,14.27,1.89,90,High,41-45
21,13,6.53,6.46,4,19,25,5,9.68,0.03,56,Medium,20-25
28,7,10.33,8.98,0,2,21,6,11.66,1.05,27,Low,26-30
41,12,5.66,4.08,0,3,23,0,9.88,1.55,4,Low,41-45
32,18,8.05,8.84,1,0,12,6,11.0,1.47,12,Low,31-35
44,4,12.99,5.18,5,17,10,6,14.62,0.74,95,High,41-45
35,12,5.66,7.46,2,3,20,7,9.53,1.07,32,Low,31-35
37,19,10.63,5.46,0,9,0,1,12.95,0.01,64,Medium,36-40
38,0,6.05,6.61,1,3,3,0,7.51,1.07,0,Low,36-40
31,15,8.16,6.55,5,16,2,0,11.0,1.18,41,Medium,31-35
27,1,9.41,5.81,5,7,17,7,11.35,1.75,58,Medium,26-30
36,6,9.77,7.59,4,18,22,5,14.57,0.42,53,Medium,36-40
34,5,10.03,7.0,5,8,15,8,12.48,1.65,53,Medium,31-35
29,4,10.4,6.54,3,15,12,1,13.69,1.44,53,Medium,26-30
34,3,6.72,8.91,4,14,12,3,11.51,1.33,38,Medium,31-35
34,1,8.01,8.7,4,19,6,7,10.58,0.79,70,High,31-35
42,9,4.37,8.78,3,15,23,5,6.8,0.73,30,Low,41-45
26,4,11.69,8.41,6,11,14,1,13.34,1.41,49,Medium,26-30
32,17,12.37,5.28,6,17,25,9,17.12,1.98,100,High,31-35
36,9,5.99,5.75,4,6,14,1,10.19,0.81,29,Low,36-40
28,14,6.01,5.16,0,15,4,6,7.89,1.84,53,Medium,26-30
27,8,4.42,8.93,4,18,16,8,6.75,1.17,42,Medium,26-30
39,10,13.7,4.76,3,5,21,7,18.36,1.74,91,High,36-40
40,16,12.07,5.83,1,5,21,1,15.22,0.43,36,Medium,36-40
32,8,7.61,5.0,7,5,10,2,10.84,1.52,34,Low,31-35
32,15,8.82,5.12,1,14,23,7,12.41,1.67,56,Medium,31-35
35,5,6.92,5.24,1,1,12,3,10.97,1.66,18,Low,31-35
28,10,9.97,7.2,6,8,9,5,14.73,1.57,49,Medium,26-30
31,16,11.17,4.38,3,7,14,1,15.38,0.61,59,Medium,31-35
31,10,8.99,6.86,3,6,1,0,13.21,1.04,32,Low,31-35
25,14,12.74,8.1,0,15,10,5,17.02,0.6,85,High,20-25
38,0,9.17,7.83,3,14,14,7,10.36,0.69,68,Medium,36-40
26,19,8.99,4.76,5,8,10,4,6.91,0.6,45,Medium,26-30
44,0,10.22,8.57,1,19,28,0,14.76,0.57,58,Medium,41-45
22,8,8.62,7.85,3,14,21,9,9.73,1.39,42,Medium,20-25
35,11,13.36,4.03,2,1,0,1,17.54,1.3,53,Medium,31-35
32,3,7.92,7.69,6,19,24,2,12.32,0.41,51,Medium,31-35
35,12,8.03,7.69,4,13,7,1,10.69,1.38,33,Low,31-35
42,6,10.51,6.48,0,10,25,8,12.93,0.58,66,Medium,41-45
26,7,9.27,4.23,1,2,16,9,11.05,0.4,69,Medium,26-30
23,12,7.74,6.9,7,1,7,1,8.94,1.49,4,Low,20-25
44,10,13.9,7.83,5,17,12,2,17.88,0.73,86,High,41-45
27,8,7.02,5.35,5,13,22,8,12.02,1.14,69,Medium,26-30
32,15,6.78,7.34,7,4,4,2,11.56,0.4,34,Low,31-35
32,9,12.64,5.77,1,11,28,7,14.83,1.23,100,High,31-35
36,10,4.03,6.87,5,13,5,7,8.21,0.42,63,Medium,36-40
36,11,8.99,5.92,2,5,19,2,7.25,0.33,27,Low,36-40
24,13,9.9,5.52,0,7,24,9,13.05,0.77,70,High,20-25
25,18,5.62,6.46,6,6,24,9,8.02,1.58,37,Medium,20-25
38,11,13.86,7.77,4,6,28,2,14.98,0.35,70,High,36-40
32,17,8.64,5.73,0,11,25,7,12.26,0.23,62,Medium,31-35
44,16,9.97,6.17,0,6,13,2,14.74,0.06,47,Medium,41-45
33,2,5.6,7.46,6,11,16,3,6.64,0.83,30,Low,31-35
41,0,6.89,8.06,7,15,15,5,8.97,0.56,57,Medium,41-45
23,18,10.15,7.42,1,6,27,6,13.96,0.58,63,Medium,20-25
26,3,9.5,6.7,7,7,8,0,13.99,1.02,53,Medium,26-30
27,15,11.84,8.77,3,9,18,7,13.6,0.39,50,Medium,26-30
44,11,6.69,7.87,4,12,27,2,7.97,0.92,6,Low,41-45
32,12,10.54,4.58,0,18,1,6,11.57,1.97,82,High,31-35
25,16,6.91,6.79,2,0,14,9,8.77,0.06,37,Medium,20-25
25,7,9.87,6.05,6,17,19,2,11.16,1.39,59,Medium,20-25
43,12,10.05,7.97,4,6,8,8,12.49,0.74,52,Medium,41-45
40,19,5.22,4.22,3,16,3,9,7.98,1.81,64,Medium,36-40
22,4,9.49,6.05,3,14,4,4,12.41,1.82,60,Medium,20-25
22,17,4.12,5.59,1,18,5,2,5.69,0.77,45,Medium,20-25
32,14,9.01,4.71,0,3,19,5,11.87,0.44,33,Low,31-35
41,11,10.98,6.46,6,16,14,3,12.02,0.86,77,High,41-45
21,16,4.73,7.36,5,6,12,4,6.69,1.93,15,Low,20-25
35,14,13.39,5.81,7,15,17,4,15.87,0.56,99,High,31-35
41,1,8.59,6.9,1,16,2,7,10.06,1.96,65,Medium,41-45
25,5,13.38,6.96,5,19,19,9,17.64,1.02,100,High,20-25
27,16,5.07,6.94,3,14,4,5,6.87,0.53,49,Medium,26-30
42,15,13.5,6.65,3,8,12,4,17.52,1.58,77,High,41-45
27,10,5.09,4.58,2,12,9,1,7.99,0.1,46,Medium,26-30
44,19,8.61,5.09,2,6,25,4,11.53,1.1,46,Medium,41-45
25,8,13.38,8.0,3,18,2,6,16.96,0.71,84,High,20-25
33,4,6.33,6.51,2,10,10,2,7.51,0.85,35,Medium,31-35
22,0,4.35,7.53,2,7,0,6,5.67,0.95,38,Medium,20-25
29,5,11.93,6.85,2,16,26,0,14.24,1.01,74,High,26-30
22,13,9.96,4.19,3,3,26,5,12.63,1.31,66,Medium,20-25
31,16,9.14,7.98,0,3,14,0,11.86,1.39,0,Low,31-35
36,18,4.34,4.32,0,17,23,6,8.05,1.95,27,Low,36-40
24,0,10.53,8.72,6,16,23,5,11.53,1.53,64,Medium,20-25
39,0,5.72,5.08,4,2,28,9,10.56,1.38,45,Medium,36-40
44,12,13.31,6.56,2,8,3,0,15.01,0.78,52,Medium,41-45
28,13,10.86,4.32,0,5,14,5,12.85,0.24,67,Medium,26-30
40,5,11.07,8.47,4,1,6,5,15.69,0.12,28,Low,36-40
39,5,6.33,8.9,1,11,14,6,7.35,0.96,27,Low,36-40
26,0,12.81,4.73,2,14,3,0,17.78,1.34,61,Medium,26-30
41,13,9.38,5.48,0,8,29,7,10.52,1.3,46,Medium,41-45
23,2,12.57,4.08,0,1,2,7,14.05,1.91,52,Medium,20-25
32,9,6.71,7.93,5,11,22,8,8.67,0.76,43,Medium,31-35
32,18,11.55,5.56,0,15,13,5,14.3,1.26,38,Medium,31-35
29,18,9.75,6.94,5,6,5,5,12.82,1.78,63,Medium,26-30
37,18,4.48,4.2,4,0,0,9,5.9,0.81,35,Medium,36-40
36,3,8.05,7.58,5,6,8,4,9.34,0.96,32,Low,36-40
39,19,5.84,6.65,1,2,11,5,6.97,1.85,12,Low,36-40
39,18,7.59,7.62,7,19,17,4,9.62,1.1,69,Medium,36-40
32,9,7.83,7.95,6,4,28,0,12.52,1.6,20,Low,31-35
36,1,8.75,4.45,7,2,2,1,11.31,1.87,30,Low,36-40
41,3,10.0,6.89,2,14,20,2,14.06,1.14,64,Medium,41-45
23,5,9.71,7.25,4,5,14,6,11.47,0.22,40,Medium,20-25
20,6,4.39,6.58,6,14,2,9,5.65,1.64,52,Medium,20-25
20,15,11.51,4.91,3,2,23,8,14.73,1.64,80,High,20-25
34,6,13.49,7.98,2,0,13,1,17.78,0.23,61,Medium,31-35
32,17,7.49,8.99,3,1,3,9,12.08,1.1,42,Medium,31-35
36,19,5.8,8.85,6,3,12,0,8.98,0.97,0,Low,36-40
43,18,9.4,7.89,4,13,12,0,11.58,1.69,36,Medium,41-45
27,8,11.05,6.09,0,13,25,3,12.49,1.02,55,Medium,26-30
37,19,10.79,5.69,2,9,1,8,14.46,0.85,70,High,36-40
32,9,10.12,4.34,2,10,20,3,12.24,1.02,65,Medium,31-35
42,10,5.46,6.08,0,3,1,2,9.84,1.03,0,Low,41-45
33,17,12.37,4.78,6,14,9,9,15.79,1.91,89,High,31-35
27,15,8.26,5.27,1,19,10,7,12.7,1.92,72,High,26-30
27,16,6.21,8.46,4,3,27,8,9.48,0.16,33,Low,26-30
34,12,4.86,8.84,0,19,23,4,8.95,1.02,31,Low,31-35
32,11,8.17,8.74,7,19,14,1,10.35,0.02,46,Medium,31-35
26,9,10.18,4.97,7,15,2,3,13.19,0.84,73,High,26-30
24,0,10.65,8.5,5,1,13,9,11.73,1.02,46,Medium,20-25
36,7,13.63,4.71,2,12,17,7,17.06,0.94,80,High,36-40
44,17,5.53,6.54,1,7,18,1,8.66,0.13,11,Low,41-45
35,1,13.86,7.22,2,12,18,8,17.88,0.39,88,High,31-35
42,15,10.55,6.31,3,19,0,4,14.47,1.02,86,High,41-45
21,11,8.54,8.76,2,7,18,6,12.05,1.02,47,Medium,20-25
41,8,12.88,5.67,4,3,2,4,14.11,1.36,56,Medium,41-45
37,2,10.94,6.64,4,4,19,2,15.55,1.02,43,Medium,36-40
36,3,7.49,4.38,0,5,28,1,8.56,0.26,29,Low,36-40
26,1,12.84,8.26,2,18,7,2,17.05,1.6,67,Medium,26-30
32,7,10.67,6.07,7,9,24,1,13.59,1.72,52,Medium,31-35
32,9,10.99,7.5,5,2,16,1,15.26,0.55,27,Low,31-35
33,15,12.96,7.41,3,12,0,1,15.82,0.84,68,Medium,31-35
37,10,8.48,7.38,7,8,5,1,12.07,0.16,41,Medium,36-40
32,17,10.57,6.53,3,16,16,7,13.02,0.46,83,High,31-35
30,13,11.45,5.39,0,9,27,4,15.42,1.53,58,Medium,26-30
40,7,8.54,7.13,3,9,20,8,10.56,0.73,56,Medium,36-40
40,14,4.83,8.81,6,12,14,4,8.71,1.21,38,Medium,36-40
35,16,11.71,8.17,0,9,27,0,13.48,1.89,29,Low,31-35
42,17,4.48,4.54,4,18,0,7,8.37,1.45,63,Medium,41-45
36,5,11.18,4.12,0,18,12,2,13.35,0.91,77,High,36-40
27,13,13.11,6.49,7,16,23,9,15.22,0.73,100,High,26-30
38,2,7.47,7.88,1,4,11,9,11.72,0.38,51,Medium,36-40
39,10,5.02,5.57,3,7,4,1,12.02,1.51,11,Low,36-40
34,14,6.33,7.51,3,4,21,5,10.1,0.22,29,Low,31-35
28,15,9.62,8.66,5,9,19,3,14.32,0.12,59,Medium,26-30
39,15,13.43,6.29,7,3,12,3,15.05,0.21,67,Medium,36-40
29,7,9.12,5.22,2,12,7,8,11.2,0.49,79,High,26-30
31,6,5.13,8.59,1,16,11,9,7.31,1.25,34,Low,31-35
40,5,10.28,6.36,6,4,24,7,12.5,1.72,72,High,36-40
42,1,11.33,6.04,2,0,8,2,13.64,1.99,46,Medium,41-45
39,12,7.93,5.77,0,14,16,8,11.72,1.46,54,Medium,36-40
20,11,8.99,6.12,4,9,13,0,13.3,0.29,55,Medium,20-25
44,14,7.25,7.37,5,10,14,6,9.39,0.56,34,Low,41-45
39,8,11.89,6.17,3,17,3,6,15.17,0.26,84,High,36-40
28,1,7.41,5.62,6,12,28,1,9.18,0.23,75,High,26-30
41,16,6.56,6.46,7,19,28,6,9.02,1.14,72,High,41-45
34,4,12.79,5.01,6,15,25,6,14.02,1.81,100,High,31-35
20,10,9.48,5.01,4,18,26,8,14.29,1.37,83,High,20-25
31,18,6.85,7.48,0,9,23,5,9.12,1.6,32,Low,31-35
22,6,13.35,8.33,0,13,6,9,17.75,1.02,80,High,20-25
30,1,10.91,5.21,1,1,16,9,14.03,0.95,45,Medium,26-30
21,15,6.21,4.96,2,9,16,8,8.12,1.87,49,Medium,20-25
35,11,10.15,7.35,3,3,0,2,11.92,1.44,39,Medium,31-35
28,14,12.7,7.1,6,0,1,7,16.48,0.92,81,High,26-30
34,0,10.96,6.24,7,16,25,3,15.82,0.67,83,High,31-35
31,12,6.45,4.48,7,10,17,0,8.18,0.19,46,Medium,31-35
20,5,10.49,4.46,3,6,8,6,11.95,1.64,61,Medium,20-25
32,12,10.19,7.89,6,16,4,2,12.74,0.34,71,High,31-35
33,17,12.21,6.26,4,16,0,3,14.79,1.03,87,High,31-35
44,2,5.78,8.29,1,8,6,2,10.01,1.27,24,Low,41-45
44,0,11.0,6.46,5,9,25,5,13.88,1.49,41,Medium,41-45
27,14,4.27,7.09,0,5,1,9,5.52,0.17,39,Medium,26-30
27,12,10.96,8.67,1,16,2,0,15.64,0.02,42,Medium,26-30
31,4,13.6,4.82,3,15,3,9,16.09,1.41,94,High,31-35
20,12,5.74,6.72,5,6,2,6,9.41,0.91,35,Medium,20-25
30,4,7.11,4.29,2,18,18,9,10.78,0.36,88,High,26-30
27,18,9.83,5.79,4,3,24,7,11.06,1.96,38,Medium,26-30
29,17,11.32,4.74,0,9,11,5,12.33,1.58,67,Medium,26-30
38,9,7.44,4.94,0,16,14,8,8.79,1.16,70,High,36-40
30,7,8.99,8.67,0,8,3,1,15.47,1.4,35,Medium,26-30
26,14,12.99,7.05,2,10,23,9,17.17,0.31,90,High,26-30
30,19,11.27,8.46,7,0,0,9,12.8,1.92,63,Medium,26-30
36,3,11.11,6.22,3,6,15,8,14.57,1.99,74,High,36-40
20,1,7.82,6.99,3,4,28,4,11.27,1.3,31,Low,20-25
40,5,13.11,4.16,1,4,5,5,14.11,1.34,66,Medium,36-40
40,2,6.77,6.35,7,0,16,1,9.49,1.41,10,Low,36-40
27,6,6.05,6.82,5,5,4,4,9.9,1.33,22,Low,26-30
42,9,7.64,4.08,6,12,22,5,9.39,0.88,54,Medium,41-45
43,5,10.5,7.95,1,14,12,4,14.9,1.08,71,High,41-45
25,15,12.62,5.48,3,3,11,3,16.26,0.57,58,Medium,20-25
41,1,5.32,6.26,0,9,0,7,6.35,0.89,57,Medium,41-45
37,16,12.14,6.68,4,12,24,1,16.56,0.87,87,High,36-40
25,12,12.13,8.96,3,10,11,0,13.21,0.58,70,High,20-25
24,0,9.87,4.5,7,3,26,1,14.42,1.57,57,Medium,20-25
32,5,11.61,6.78,7,9,24,3,13.94,0.82,58,Medium,31-35
38,4,5.82,6.65,2,18,21,0,9.61,1.1,45,Medium,36-40
41,12,5.7,4.34,4,6,29,8,9.85,0.31,53,Medium,41-45
27,17,12.63,7.17,0,13,1,0,14.76,0.95,46,Medium,26-30
28,11,8.98,5.43,4,15,17,4,11.41,1.52,56,Medium,26-30
36,6,6.46,4.52,3,8,8,7,9.5,0.89,61,Medium,36-40
22,14,10.89,4.89,1,1,15,8,14.22,1.12,64,Medium,20-25
38,2,12.92,8.12,3,15,28,8,15.09,1.4,97,High,36-40
30,15,10.32,4.52,4,4,29,7,15.29,0.78,64,Medium,26-30
43,0,7.47,6.33,2,11,14,5,11.42,0.71,45,Medium,41-45
36,15,8.83,4.98,5,19,19,5,10.93,0.17,75,High,36-40
40,11,11.52,4.81,5,14,14,8,15.08,1.16,77,High,36-40
38,18,4.68,5.03,3,2,21,1,7.42,1.41,0,Low,36-40
21,7,6.17,6.46,6,8,28,2,10.61,1.16,26,Low,20-25
27,11,8.63,5.19,1,6,9,5,12.02,0.57,37,Medium,26-30
38,14,10.04,4.48,4,3,1,7,11.79,0.52,59,Medium,36-40
26,1,7.39,8.01,3,8,3,6,8.57,0.32,62,Medium,26-30
36,16,6.98,6.46,7,14,17,7,11.92,0.09,63,Medium,36-40
25,6,4.41,4.78,4,6,18,4,6.85,0.85,12,Low,20-25
38,12,8.99,6.36,4,10,17,8,6.21,0.32,48,Medium,36-40
43,0,6.79,4.34,0,18,13,5,9.76,1.38,67,Medium,41-45
32,5,9.31,6.9,5,10,7,9,11.48,1.92,57,Medium,31-35
21,12,9.56,5.7,6,0,4,1,11.49,0.15,46,Medium,20-25
25,10,8.94,6.46,5,12,4,5,12.41,1.79,84,High,20-25
42,9,8.1,6.46,2,12,7,3,9.4,1.32,48,Medium,41-45
24,15,6.52,5.73,7,1,10,4,9.56,1.72,36,Medium,20-25
38,19,8.01,8.03,6,16,23,4,10.56,0.31,71,High,36-40
39,16,5.39,4.87,0,18,28,0,8.52,1.81,38,Medium,36-40
23,16,5.15,4.55,5,14,22,9,7.43,1.92,72,High,20-25
41,3,7.0,6.58,4,18,20,4,10.28,1.81,60,Medium,41-45
36,4,13.95,6.79,7,9,6,9,15.28,1.57,84,High,36-40
30,13,7.26,4.45,1,9,12,8,9.76,0.18,39,Medium,26-30
23,19,8.99,5.42,1,8,16,7,15.31,0.44,83,High,20-25
32,9,7.92,5.31,0,18,18,7,10.67,1.83,63,Medium,31-35
39,13,8.39,4.93,1,10,2,2,10.98,0.46,31,Low,36-40
36,0,11.97,5.58,4,5,1,8,15.49,0.7,73,High,36-40
28,10,4.94,4.19,6,1,5,8,8.46,0.1,44,Medium,26-30
23,17,5.82,7.26,3,9,18,9,8.47,1.26,47,Medium,20-25
42,15,13.74,8.94,4,14,14,6,15.47,1.13,92,High,41-45
33,17,9.06,7.17,7,4,3,5,12.39,1.92,35,Medium,31-35
38,7,4.44,5.81,5,17,18,8,9.31,1.78,37,Medium,36-40
22,10,4.47,7.34,7,6,6,5,6.21,1.01,24,Low,20-25
32,9,13.07,6.86,3,2,19,2,14.35,1.22,55,Medium,31-35
27,4,12.73,8.23,7,15,20,5,14.79,0.83,98,High,26-30
43,9,8.58,7.11,1,16,13,1,11.23,0.26,44,Medium,41-45
20,17,5.63,7.17,6,1,6,1,7.85,1.74,13,Low,20-25
29,5,12.3,5.11,2,15,19,6,16.64,1.1,76,High,26-30
37,2,7.25,6.08,2,19,13,7,10.22,0.85,70,High,36-40
35,7,8.19,5.72,4,0,21,6,10.17,0.14,14,Low,31-35
27,10,10.82,4.06,4,13,24,4,15.62,1.33,73,Medium,26-30
20,4,7.53,5.57,1,15,21,3,9.03,0.8,55,Medium,20-25
31,1,10.29,6.43,2,8,4,7,11.78,0.51,59,Medium,31-35
27,1,12.85,7.0,7,16,14,8,14.83,1.75,83,High,26-30
43,6,11.97,8.67,2,7,11,6,13.28,0.37,60,Medium,41-45
35,16,7.82,5.2,4,8,29,0,11.83,1.03,55,Medium,31-35
37,9,6.88,4.76,5,1,14,3,12.02,1.59,20,Low,36-40
23,11,6.86,8.35,2,12,16,3,10.78,1.7,22,Low,20-25
25,1,7.49,8.71,4,0,23,9,11.54,1.64,27,Low,20-25
31,9,8.94,6.44,0,9,20,2,10.89,1.79,44,Medium,31-35
28,19,8.17,4.58,7,17,4,3,11.24,0.28,64,Medium,26-30
34,0,5.33,6.43,2,4,18,8,8.41,1.88,19,Medium,31-35
35,3,5.63,4.55,3,6,9,0,10.12,0.02,34,Low,31-35
43,12,7.43,8.42,6,11,11,1,8.53,0.51,25,Low,41-45
31,11,9.62,7.54,1,16,1,6,11.89,0.17,60,Medium,31-35
43,10,9.93,5.21,6,4,16,8,14.46,1.89,81,High,41-45
42,9,8.86,8.43,7,11,24,6,10.81,0.85,77,High,41-45
33,14,11.39,7.19,7,18,4,0,12.94,0.63,80,High,31-35
32,4,11.37,8.77,4,12,25,6,14.67,0.33,73,High,31-35
44,16,8.28,8.9,2,15,27,5,10.5,0.31,47,Medium,41-45
21,4,5.24,4.02,2,18,14,0,8.11,1.23,44,Medium,20-25
22,1,9.3,4.6,5,9,19,0,13.58,0.09,48,Medium,20-25
43,8,7.81,6.73,4,11,22,1,10.89,1.19,54,Medium,41-45
41,5,5.38,8.78,3,6,12,5,8.44,1.55,18,Low,41-45
29,17,13.82,8.97,2,13,19,3,15.93,1.2,64,Medium,26-30
28,13,7.7,6.84,0,9,10,3,11.87,1.65,30,Low,26-30
39,18,10.26,4.87,1,7,17,5,14.22,0.53,53,Medium,36-40
27,13,8.9,4.82,4,14,8,8,10.84,0.15,89,High,26-30
29,7,5.43,7.82,2,15,15,0,7.71,1.44,20,Low,26-30
38,16,4.56,6.96,6,7,23,5,8.71,1.02,44,Medium,36-40
22,2,10.26,6.74,5,3,27,7,12.69,1.0,51,Medium,20-25
43,9,6.47,6.33,5,16,14,7,9.08,1.64,70,High,41-45
24,10,6.44,7.63,1,3,3,5,8.9,0.92,38,Medium,20-25
22,10,8.99,8.29,7,10,23,5,15.22,0.4,53,Medium,20-25
35,7,8.62,5.51,4,12,11,7,10.98,0.95,65,Medium,31-35
36,0,4.29,5.1,4,5,12,1,8.5,0.43,35,Medium,36-40
34,12,7.4,7.35,4,13,14,1,10.36,0.94,17,Low,31-35
22,10,9.84,8.57,3,6,14,0,12.67,0.3,43,Medium,20-25
31,6,7.29,5.74,0,11,17,5,8.92,0.37,51,Medium,31-35
28,13,4.27,5.36,5,0,19,5,5.98,1.77,31,Low,26-30
40,4,8.44,5.13,4,9,26,5,9.61,0.23,58,Medium,36-40
31,10,5.06,5.27,3,0,21,1,6.12,0.45,13,Low,31-35
